Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
45894166,The Triumph of Injustice: How the Rich Dodge Taxes and How to Make Them Pay,Emmanuel Saez,"Saez, Emmanuel",Gabriel Zucman,"=""1324002727""","=""9781324002727""",0,4.38,W. W. Norton  Company,Hardcover,232,2019,2019,,2020/07/29,to-read,to-read (#782),to-read,,,,0,,,0,,,,,
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137382""","=""9780804137386""",0,4.02,Crown Business,Hardcover,260,2014,2011,,2020/07/25,to-read,to-read (#781),to-read,,,,0,,,0,,,,,
32791972,"Glück in Psychologie, Philosophie und im Alltag",Jens-Uwe Martens,"Martens, Jens-Uwe",,"=""""","=""""",0,0.0,Kohlhammer Verlag,Kindle Edition,220,2013,,,2020/07/14,to-read,to-read (#780),to-read,,,,0,,,0,,,,,
24561323,"Einstellungen erkennen, beeinflussen und nachhaltig verändern: Von der Kunst, das Leben aktiv zu gestalten",Jens-Uwe Martens,"Martens, Jens-Uwe",,"=""""","=""""",0,0.0,Kohlhammer Verlag,Kindle Edition,178,2008,2008,,2020/07/14,to-read,to-read (#779),to-read,,,,0,,,0,,,,,
13278321,"Praxis Der Selbstmotivierung: Wie Man Erreichen Kann, Was Man Sich Vornimmt",Jens-Uwe Martens,"Martens, Jens-Uwe",,"=""3170218875""","=""9783170218871""",0,3.00,Kohlhammer,Paperback,166,2011,2011,,2020/07/14,to-read,to-read (#778),to-read,,,,0,,,0,,,,,
20863933,Die Kunst Der Selbstmotivierung: Neue Erkenntnisse Der Motivationsforschung Praktisch Nutzen,Julius Kuhl,"Kuhl, Julius",Jens-Uwe Martens,"=""3170236822""","=""9783170236820""",0,3.60,Kohlhammer,Paperback,190,2013,2011,,2020/07/14,to-read,to-read (#777),to-read,,,,0,,,0,,,,,
30222258,Das Geheimnis Seelischer Kraft: Wie Sie Durch Resilienz Schicksalsschlage Und Krisen Uberwinden,Birgit M Begus,"Begus, Birgit M",Jens-Uwe Martens,"=""3170316877""","=""9783170316874""",0,0.0,Kohlhammer,Paperback,208,2016,,,2020/07/14,to-read,to-read (#776),to-read,,,,0,,,0,,,,,
53189636,"Corona und wir: Denkanstöße für eine veränderte Welt - Texte von Jakob Augstein, Nikolaus Blome, Thea Dorn, Esther Duflo, Gerd Gigerenzer, Stephen Greenblatt, ... Nassim N. Taleb u.v.a.",Penguin Verlag,"Verlag, Penguin",,"=""""","=""9783641271237""",0,0.0,,kindle_edition,,2020,,,2020/07/13,to-read,to-read (#775),to-read,,,,0,,,0,,,,,
17874126,Angela Merkel - Die Zauder-Künstlerin,Nikolaus Blome,"Blome, Nikolaus",,"=""3570552012""","=""9783570552018""",0,3.22,Pantheon Verlag,Hardcover,205,2013,2013,,2020/07/13,to-read,to-read (#774),to-read,,,,0,,,0,,,,,
44144619,"Oben und unten: Abstieg, Armut, Ausländer – was Deutschland spaltet",Jakob Augstein,"Augstein, Jakob",Nikolaus Blome,"=""""","=""""",0,3.71,Deutsche Verlags-Anstalt,Kindle Edition,273,2019,,,2020/07/13,to-read,to-read (#773),to-read,,,,0,,,0,,,,,
21839127,Ich habe eine Axt - Urlaub in den Misantropen,Patrick Salmen,"Salmen, Patrick",,"=""""","=""9783426515587""",2,3.86,,Paperback,224,2014,2014,2020/07/13,2020/07/06,"2020, spotify, audiobook","2020 (#35), spotify (#4), audiobook (#150)",read,"""Treffen sich zwei Träume. Beide platzen."" war  im Vergleich gerade zu großartig.<br/>Einige Texte sind eindeutig für die Poetry Slam Bühne geschrieben und verlieren durch langweiliges vorlesen komplett ihre Wirkung. Die Witze sind so flach, dass sie unter der Tür durchgehen können. Auch wenn ich Privatfernsehen, Charts und deutsche Comedians ähnlich schlecht finde wie der Autor, so sind die ""Witze"" darüber so innovativ und individuell wie der Besitz eines iphone.",,,1,,,0,,,,,
262430,"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,"Collins, Suzanne",,"=""043977134X""","=""9780439771344""",0,4.00,Scholastic,Paperback,326,2005,2003,,2020/07/12,to-read,to-read (#772),to-read,,,,0,,,0,,,,,
319644,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,"Collins, Suzanne",,"=""0439791464""","=""9780439791465""",0,4.24,Scholastic Paperbacks,Paperback,343,2013,2006,,2020/07/12,to-read,to-read (#771),to-read,,,,0,,,0,,,,,
537070,"Gregor and the Code of Claw (Underland Chronicles, #5)",Suzanne Collins,"Collins, Suzanne",,"=""043979143X""","=""9780439791434""",0,4.28,Scholastic Press,Hardcover,412,2007,2007,,2020/07/12,to-read,to-read (#768),to-read,,,,0,,,0,,,,,
385706,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439656249""","=""9780439656245""",0,4.22,Scholastic Paperbacks,Paperback,358,2013,2005,,2020/07/12,to-read,to-read (#769),to-read,,,,0,,,0,,,,,
385742,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439650763""","=""9780439650762""",0,4.20,Scholastic Paperbacks,Paperback,312,2013,2004,,2020/07/12,to-read,to-read (#770),to-read,,,,0,,,0,,,,,
39931963,Treffen sich zwei Träume. Beide platzen.,Patrick Salmen,"Salmen, Patrick",,"=""""","=""9783426521649""",3,4.00,Knaur Taschenbuch,Paperback,208,2018,,2020/07/11,2020/07/06,"2020, audiobook, spotify","2020 (#32), audiobook (#149), spotify (#3)",read,lustige kurzweilige Geschichten,,,1,,,0,,,,,
36763172,Data Science Foundations: Geometry and Topology of Complex Hierarchic Systems and Big Data Analytics,Fionn Murtagh,"Murtagh, Fionn",,"=""1498763944""","=""9781498763943""",0,0.0,CRC Press,ebook,206,2017,,,2020/07/08,to-read,to-read (#767),to-read,,,,0,,,0,,,,,
25873693,Healthcare Data Analytics (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series Book 36),Chandan K. Reddy,"Reddy, Chandan K.",Charu C. Aggarwal,"=""""","=""""",0,3.60,CRC Press,Kindle Edition,760,2015,2015,,2020/07/08,to-read,to-read (#766),to-read,,,,0,,,0,,,,,
17397566,Data Clustering: Algorithms and Applications,Charu C. Aggarwal,"Aggarwal, Charu C.",Chandan K. Reddy,"=""1466558210""","=""9781466558212""",0,4.00,CRC Press,Hardcover,652,2013,2013,,2020/07/08,to-read,to-read (#765),to-read,,,,0,,,0,,,,,
28178296,Big Data in Complex and Social Networks,My T. Thai,"Thai, My T.","Weili Wu, Hui Xiong","=""1498726844""","=""9781498726849""",0,3.50,CRC Press,Hardcover,242,2016,,,2020/07/08,to-read,to-read (#764),to-read,,,,0,,,0,,,,,
34762950,High Performance Computing for Big Data: Methodologies and Applications,Chao Wang,"Wang, Chao",,"=""1498783996""","=""9781498783996""",0,0.0,CRC Press,Hardcover,286,2017,,,2020/07/08,to-read,to-read (#763),to-read,,,,0,,,0,,,,,
19153579,Data Classification: Algorithms and Applications,Charu C. Aggarwal,"Aggarwal, Charu C.",,"=""1466586745""","=""9781466586741""",0,3.50,CRC Press,Hardcover,707,2014,2014,,2020/07/08,to-read,to-read (#762),to-read,,,,0,,,0,,,,,
21032530,Bayesian Programming (Chapman & Hall/ Crc: Machine Learning & Pattern Recognition),Pierre Bessiere,"Bessiere, Pierre",,"=""""","=""""",0,3.33,Chapman and Hall/CRC,Kindle Edition,380,2013,2013,,2020/07/08,to-read,to-read (#761),to-read,,,,0,,,0,,,,,
44658728,Spectral Feature Selection for Data Mining (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series),Zheng Alan Zhao,"Zhao, Zheng Alan",Huan Liu,"=""""","=""""",0,0.0,Chapman and Hall/CRC,Kindle Edition,224,2011,,,2020/07/08,to-read,to-read (#760),to-read,,,,0,,,0,,,,,
39015109,Feature Engineering for Machine Learning and Data Analytics,Guozhu Dong,"Dong, Guozhu",Huan Liu,"=""1138744387""","=""9781138744387""",0,5.00,CRC Press,Hardcover,400,2018,,,2020/07/08,to-read,to-read (#759),to-read,,,,0,,,0,,,,,
30215319,Frontiers in Data Science,Matthias Dehmer,"Dehmer, Matthias",Frank Emmert-Streib,"=""1498799329""","=""9781498799324""",0,0.0,CRC Press,Hardcover,383,2017,,,2020/07/08,to-read,to-read (#758),to-read,,,,0,,,0,,,,,
28176825,Text Mining and Visualization: Case Studies Using Open-Source Tools,Markus Hofmann,"Hofmann, Markus",Andrew Chisholm,"=""1482237571""","=""9781482237573""",0,4.00,CRC Press,Hardcover,337,2015,,,2020/07/08,to-read,to-read (#757),to-read,,,,0,,,0,,,,,
35274730,Big Data Management and Processing (Chapman & Hall/CRC Big Data Series),Kuan-Ching Li,"Li, Kuan-Ching","Hai Jiang, Albert Y. Zomaya","=""""","=""""",0,0.0,Chapman and Hall/CRC,Kindle Edition,487,2017,,,2020/07/08,to-read,to-read (#756),to-read,,,,0,,,0,,,,,
51033528,The Perfect Weapon,David E. Sanger,"Sanger, David E.",,"=""9389143241""","=""9789389143249""",0,4.29,Harper Collins,Paperback,382,2019,2018,,2019/11/25,to-read,to-read (#603),to-read,,,,0,,,0,,,,,
32803659,Etwas ist faul im Staate,Sebastian 23,"23, Sebastian","Pierre Jarawan, Felix Römer, Till Reiners, Tobi Katze, Michael Feindler, Johanna Wack, Xóchil A. Schütz, Alex Burkhard, Patrick Salmen","=""""","=""""",0,0.0,Blaulicht Verlag,Kindle Edition,137,2015,,,2020/07/06,to-read,to-read (#755),to-read,,,,0,,,0,,,,,
24201865,Die ultimative Poetry-Slam-Anthologie I (Prosa bei Lektora 45),Misha Anouk,"Anouk, Misha","Sandra Da Vina, Tilman Döring, Michael Feindler, Markus Freise, Micha-El Goehre, David Grashoff, Marian Heuser, Björn Högsdal, Karsten Hohage, Michael Jakob, Pierre Jarawan, Harry Kienzler, Karsten Lampe, Sulaiman Masomi, Fabian Navarro, Christian Ritter, Lars Ruppel, Patrick Salmen, Schriftstehler, Sebastian 23, Sven Stickling, Sascha Thamm, Jan Philipp Zymny, Karsten Strack","=""""","=""""",0,3.00,Lektora,Kindle Edition,188,2014,2014,,2020/07/06,to-read,to-read (#754),to-read,,,,0,,,0,,,,,
23503231,Best of Poetry Slam,Friederike Brumhard,"Brumhard, Friederike","Elisa Fischer, Timo Zett, André Herrmann, Andy Strauß, Björn Högsdal, Bleu Broode, Christian Ritter, Dalibor Markovic, David Friedrich, Fabian Navarro, Frank Klötgen, Jan Philipp Zymny, Jasper Diedrichsen, Johana Wack, Jörg Schwedler, Julian Heun, Julius Fischer, Laurin Buser, Marc-Uwe Kling, Mona Harry, Moritz Neumeier, Patrick Salmen, Pierre Jarawan, Rasmus Blohm, Sebastian Lehman, Sebastian 23, Sulaiman Masomi, Sven Kamin, Theresa Hahl, Till Reiners, Volker Strübing, Wolf Hogekamp","=""9783000469""","=""""",0,3.38,Kampf der Künste,Paperback,206,2014,2014,,2020/07/06,to-read,to-read (#753),to-read,,,,0,,,0,,,,,
35074681,Ich habe eine Axt – Best Of,Patrick Salmen,"Salmen, Patrick",,"=""""","=""9783426426432""",0,0.0,Knaur eBook,Kindle Edition with Audio/Video,40,2014,,,2020/07/06,to-read,to-read (#752),to-read,,,,0,,,0,,,,,
23666254,Die Poetry Slam Fibel,Bas Böttcher,"Böttcher, Bas","Alex Burkhard, Andy Strauß, Björn Högsdal, Bodo Wartke, Claudia Tothfalussy, Dalibor Markovic, Fabian Navorro, Felix Römer, Florian Cieslik, Frank Klötgen, Franziska Holzheimer, Gauner, Harry Kienzler, Helge Thun, Ilka Haederle, Jakob Nacken, Jan Kage, Jaromir Konecny, Julian Heun, Julius Fischer, Jürg Halter, Lars Ruppel, Maik Martschinkowsky, Malte Roßkopf, Marc-Uwe Kling, Markus Köhle, Micha Ebeling, Noah Klaus, Nora Gomringer, Patrick Salmen, Paul Weigl, Pauline Füg, Philipp Herold, Philipp Scharri, Pierre Jarawan, René Sydow, Samuel Kramer, Sebastian Krämer, Sebastian 23, Simon Libsig, Sophie Passman, Sulaiman Masomi, Suzanne Zahnd, Svenja Gräfen, Temye Tesfu, Theresa Hahl, Till Reiners, Timo Brunke, Tobias Gralke","=""3944035380""","=""9783944035383""",0,3.47,"Bas Böttcher, Wolf Hogekamp",,,,2014,,2020/07/06,to-read,to-read (#751),to-read,,,,0,,,0,,,,,
30896480,Aufgeben ist keine Lösung. Außer bei Paketen.: 111 absurde Rätselgeschichten - Edition 3: Filme & Serien,Patrick Salmen,"Salmen, Patrick",Quichotte,"=""""","=""""",0,2.00,Lektora,Kindle Edition,136,2016,,,2020/07/06,to-read,to-read (#750),to-read,,,,0,,,0,,,,,
24279011,"Du kannst alles schaffen, wovon du träumst. Es sei denn, es ist zu schwierig.: 111 absurde Rätselgeschichten - Edition 1: Stadt, Land, Fluss",Patrick Salmen,"Salmen, Patrick",Quichotte,"=""""","=""""",0,3.12,Lektora,Kindle Edition,120,2014,2014,,2020/07/06,to-read,to-read (#748),to-read,,,,0,,,0,,,,,
22386320,"Die letzten werden die ersten sein. Es sei denn, sie sind zu langsam.",Patrick Salmen,"Salmen, Patrick",Quichotte,"=""3426281236""","=""9783426281239""",0,3.00,Droemer,Hardcover,128,2014,2014,,2020/07/06,to-read,to-read (#749),to-read,,,,0,,,0,,,,,
37423785,Zwei weitere Winter,Patrick Salmen,"Salmen, Patrick",,"=""""","=""9783954611027""",0,3.67,Lektora-Verlag,Hardcover,92,2017,,,2020/07/06,to-read,to-read (#747),to-read,,,,0,,,0,,,,,
29747895,Genauer betrachtet sind Menschen auch nur Leute,Patrick Salmen,"Salmen, Patrick",,"=""""","=""9783426519561""",0,3.90,,,224,2016,,,2020/07/06,to-read,to-read (#745),to-read,,,,0,,,0,,,,,
16701855,Tabakblätter und Fallschirmspringer,Patrick Salmen,"Salmen, Patrick",,"=""3938470801""","=""9783938470800""",0,4.17,Lektora,Paperback,144,2012,2012,,2020/07/06,to-read,to-read (#746),to-read,,,,0,,,0,,,,,
48763090,Ekstase - ist doch auch mal ganz schön,Patrick Salmen,"Salmen, Patrick",,"=""""","=""9783426524657""",0,4.19,Knaur Taschenbuch,Paperback,256,2019,,,2020/07/06,to-read,to-read (#744),to-read,,,,0,,,0,,,,,
50183533,Die Lehren des Don Juan: Ein Yaqui-Weg des Wissens,Carlos Castaneda,"Castaneda, Carlos",,"=""3596521939""","=""9783596521937""",0,3.93,FISCHER Taschenbuch,Hardcover,,2018,1968,,2020/03/28,to-read,to-read (#689),to-read,,,,0,,,0,,,,,
42832581,Hands-On Unsupervised Learning Using Python: How to Build Applied Machine Learning Solutions from Unlabeled Data,Ankur A Patel,"Patel, Ankur A",,"=""1492035645""","=""9781492035640""",0,3.62,O'Reilly Media,Paperback,362,2019,,,2020/07/01,to-read,to-read (#743),to-read,,,,0,,,0,,,,,
50897606,"Die 1%-Methode – Minimale Veränderung, maximale Wirkung: Mit kleinen Gewohnheiten jedes Ziel erreichen - Mit Micro Habits zum Erfolg",James Clear,"Clear, James",Annika Tschöpe,"=""""","=""""",3,4.36,Goldmann Verlag,Kindle Edition,352,2020,2018,2020/06/21,2020/05/20,"2020, audiobook, auf-wiedervorlage","2020 (#30), audiobook (#147), auf-wiedervorlage (#17)",read,"Vieles bereits bekannt, doch gerade die verhaltesnökonomischen Erkenntnisse haben ir gut gefallen.<br/>Vielleicht nicht zwingend erneut zu lesen, Zusammenfassung sollte reichen. Zum Glück gibt es an jedem Kapitelende eine Zusammenfassung.<br/><br/>- Die Langeweile ertragen (weiter machen wenn sich eine Routine eingestellt hat)<br/>- 2min Regel (min. zwei Minuten etwas jeden Tag ausführen)<br/>- Sachen nicht häufiger als einmal ausfallen lassen",,,1,,,0,,,,,
13021075,"Die Kunst des klaren Denkens: 52 Denkfehler, die Sie besser anderen überlassen",Rolf Dobelli,"Dobelli, Rolf",,"=""""","=""""",4,3.84,Carl Hanser Verlag GmbH & Co. KG ,Kindle Edition,,2011,2011,2016/02/12,2016/02/25,"2016, book, favorites","2016 (#21), book (#35), favorites (#24)",read,"Schon seit Jahren zitieren meine Professoren Dobeli. Teilweise die zugrunde liegenden Forschungen, aber teilweise auch das Buch selbst. Sehr unterhaltsam geschrieben und für jedermann lohnenswert.",,,1,,,0,,,,,
46263943,Real Life,Brandon  Taylor,"Taylor, Brandon",,"=""0525538887""","=""9780525538882""",0,3.85,Riverhead Books,Hardcover,329,2020,2020,,2020/06/13,to-read,to-read (#742),to-read,,,,0,,,0,,,,,
44239192,Ein N**** darf nicht neben mir sitzen: Eine deutsche Geschichte,David Mayonga,"Mayonga, David",Nils Frenzel,"=""""","=""""",0,4.22,Komplett Media GmbH,Kindle Edition,280,2019,,,2020/06/10,to-read,to-read (#741),to-read,,,,0,,,0,,,,,
38242135,"AI Superpowers: China, Silicon Valley, and the New World Order",Kai-Fu Lee,"Lee, Kai-Fu",,"=""132854639X""","=""9781328546395""",0,4.10,Mariner Books,Hardcover,255,2018,2018,,2020/06/08,to-read,to-read (#740),to-read,,,,0,,,0,,,,,
10723236,Start Something That Matters,Blake Mycoskie,"Mycoskie, Blake",,"=""1400069181""","=""9781400069187""",0,4.03,Spiegel & Grau,Hardcover,189,2011,2011,,2020/06/08,to-read,to-read (#739),to-read,,,,0,,,0,,,,,
635635,"Women, Race & Class",Angela Y. Davis,"Davis, Angela Y.",,"=""0394713516""","=""9780394713519""",0,4.55,Vintage,Paperback,271,1983,1981,,2020/06/08,to-read,to-read (#738),to-read,,,,0,,,0,,,,,
51825965,"Yalla, Feminismus!",Reyhan Şahin,"Şahin, Reyhan",,"=""3608504273""","=""9783608504279""",0,3.90,Tropen,Paperback,224,2019,,,2020/06/07,to-read,to-read (#737),to-read,,,,0,,,0,,,,,
35213270,exit RACISM. rassismuskritisch denken lernen,Tupoka Ogette,"Ogette, Tupoka",,"=""""","=""9783897712300""",3,4.67,UNRAST e.V.,Paperback,136,2017,2017,2020/06/07,2020/06/06,"2020, audiobook, spotify","2020 (#31), audiobook (#148), spotify (#2)",read,"AITA weil ich dem Buch nur drei Sterne gebe?<br/>Ein wichtiges Thema, nicht nur in den aktuellen Zeit und den Unruhen in den USA. Gut gefallen haben mir die Verweise auf weitere Lektüre und Videos. Allerdings bin ich überzeugt, dass dieses Buch eh nur von Menschen gelesen wird, die sich bereits mit gesellschaftlichen Problemen auseinandersetzen, besonders dem Rassismus. Die immer wieder heraufbeschworene Verärgerung des Lesers über das Buch wird somit nicht aufkommen. Die Reaktionen von ""Schülern"" die immer wieder im Buch vorkommen, sind meiner Meinung nach reine Lückenfüller und helfen nicht das Problem zu verstehen oder gar zu verändern.",,,1,,,0,,,,,
36722689,Data Science,John D. Kelleher,"Kelleher, John D.",Brendan Tierney,"=""0262535432""","=""9780262535434""",2,3.95,The MIT Press,Paperback,280,2018,,2020/06/06,2020/05/05,"2020, audible, audiobook, english","2020 (#29), audible (#78), audiobook (#146), english (#33)",read,"Nicht sonderlich geeignet als Hörbuch, zumal der Leser sehr unangenehm betont. Darüber hinaus für einen angehenden Data Scientist nicht detailliert genug.",,,1,,,0,,,,,
29073460,Wir kommen,Ronja von Rönne,"Rönne, Ronja von",,"=""3351036329""","=""9783351036324""",0,3.12,Aufbau Verlag,Hardcover,208,2016,,,2020/06/06,to-read,to-read (#736),to-read,,,,0,,,0,,,,,
34373438,Heute ist leider schlecht,Ronja von Rönne,"Rönne, Ronja von",,"=""3596037034""","=""9783596037032""",0,3.56,Fischer,Paperback,204,2017,,,2020/06/06,to-read,to-read (#735),to-read,,,,0,,,0,,,,,
45322884,Was weiße Menschen nicht über Rassismus hören wollen (Aber wissen sollten),Alice Hasters,"Hasters, Alice",,"=""3446264256""","=""9783446264250""",0,4.54,Hanserblau,Paperback,224,2019,2019,,2020/06/06,to-read,to-read (#734),to-read,,,,0,,,0,,,,,
30231790,Naked Money: A Revealing Look at Our Financial System,Charles Wheelan,"Wheelan, Charles",,"=""0393353737""","=""9780393353730""",0,4.31,W. W. Norton  Company,Paperback,368,2017,2016,,2020/06/04,to-read,to-read (#733),to-read,,,,0,,,0,,,,,
40180021,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",,"=""0393356493""","=""9780393356496""",0,4.01,W. W. Norton  Company,Paperback,400,2019,2002,,2020/06/04,to-read,to-read (#732),to-read,,,,0,,,0,,,,,
33223033,Wer wir waren,Roger Willemsen,"Willemsen, Roger",Insa Wilke,"=""3103972857""","=""9783103972856""",4,4.01,S. FISCHER,Hardcover,64,2016,,2017/01/09,2017/01/09,"2017, audiobook, favorites, auf-wiedervorlage","2017 (#9), audiobook (#11), favorites (#30), auf-wiedervorlage (#16)",read,"als Hörbuch, werde es wohl noch einmal hören oder lesen müssen um mich mit allem auseinander zu setzen.",,,1,,,0,,,,,
35561829,Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaw's Hard Way Series),Zed A. Shaw,"Shaw, Zed A.",,"=""""","=""""",0,3.91,Addison-Wesley Professional,Kindle Edition,320,2017,,,2020/05/26,to-read,to-read (#731),to-read,,,,0,,,0,,,,,
30200931,Learn More Python 3 the Hard Way: The Next Step for New Python Programmers,Zed A. Shaw,"Shaw, Zed A.",,"=""0134123484""","=""9780134123486""",0,3.75,Addison-Wesley Professional,Paperback,240,2017,2016,,2020/05/26,to-read,to-read (#730),to-read,,,,0,,,0,,,,,
1066344,Das Buch der Unruhe des Hilfsbuchhalters Bernardo Soares,Fernando Pessoa,"Pessoa, Fernando","Richard Zenith, Inés Koebel","=""3596172187""","=""9783596172184""",0,4.43,,Softcover,576,2006,1982,,2020/05/17,to-read,to-read (#729),to-read,,,,0,,,0,,,,,
5130,Island,Aldous Huxley,"Huxley, Aldous",,"=""0060085495""","=""9780060085490""",1,3.84,Harper Perennial Classics,Paperback,354,2002,1962,2020/05/12,2020/05/04,"2020, audiobook","2020 (#28), audiobook (#145)",read,,,,1,,,0,,,,,
